identifier,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,locationCreated:placename,object_thumb,object_location,reference_url
"01-02-040","Main Street and Fourth","A pristine look at Main Street on the corner of 4th Street, including the Farm &amp; Mill Machinery  building and McConnell Maguire.","","Moscow, Idaho","1892","1892","","Image;StillImage","PHOTOGRAPH","image/jpeg","Clifford Ott Collection; Main Street; Fourth Street; Farm and Mill Machinery; McConnell; Idaho","Clifford Ott Collection","Main Street","Fourth Street","Farm and Mill Machinery","McConnell","Idaho","01-02-040.jpg","01-02-040","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-040_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-040.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-040.html"
"01-02-041","Main Street in Snow","Main Street during the winter, snow covered road and cars, and glimpses of the Firt Security Bank and David&#39;s store front.","","Moscow, Idaho","1952","1952","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Snow; Winter; First Security Bank; Davids&#39;; Jewelry","Main Street","Snow","Winter","First Security Bank","David&#39;s","Jewelry","01-02-041.jpg","01-02-041","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-041_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-041.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-041.html"
"01-02-042","Christmas on Main Street in Snow","Main Street during the Christmas holiday at night with a large Christmas tree placed in the middle of the road.","","Moscow, Idaho","1914","1914","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Christmas; Snow; Christmas Tree; Winter; Idaho","Main Street","Christmas","Snow","Christmas Tree","Winter","Idaho","01-02-042.jpg","01-02-042","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-042_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-042.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-042.html"
"01-02-043","Busy Main Street","A look of a busy Main Street crowded with cars and people, showing numerous store fronts including: Fonk&#39;s, Hutchison Studio, Moscow Hotel &amp; Restaurant, Bus Depot, Texaco, and grain elevator.","","Moscow, Idaho","1961","1961","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Fonk&#39;s; Grain Elevator; Bus Depot; Moscow Hotel; Idaho","Main Street","Fonk&#39;s","Grain Elevator","Bus Depot","Moscow Hotel","Idaho","01-02-043.jpg","01-02-043","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-043_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-043.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-043.html"
"01-02-044","First and Main","A street scene showing the crossroads of Main and First Street with dozens of the classic black Ford Model T.","","Moscow, Idaho","1920","1920","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Ford Model T; First Street; Ford Sales &amp; Service; Wilson Seed Co.; Idaho","Main Street","Ford Model T","First Street","Ford Sales &amp; Service","Wilson Seed Co.","Idaho","01-02-044.jpg","01-02-044","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-044_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-044.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-044.html"
"01-02-045","Cadet Parade on Main Street","A postcard that shows a Cadet Parade and marching band walking down Main Street, showing the wooden sidewalks and lack of pavement during this period.","","Moscow, Idaho","1909","1909","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Cadet Parade; Marching Band; Wood sidewalks; Postcard; Hattie Fahlquist","Main Street","Cadet Parade","Marching Band","Wood Sidewalks","Postcard","Hattie Fahlquist","01-02-045.jpg","01-02-045","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-045_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-045.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-045.html"
"01-02-046","W.S.C Band and Rooters Marching on Main Street","A street scene of Main Street as the W.S.C. Band and Rooters march down it, shows The Greatest Boston Department Store and Business College building fronts.","","Moscow, Idaho","1910","1910","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; W.S.C. Band; Rooters; Business College; Boston Department Store; Idaho","Main Street","W.S.C. Band","Rooters","Business College","Boston Department Store","Idaho","01-02-046.jpg","01-02-046","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-046_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-046.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-046.html"
"01-02-047","Williamson&#39;s Great Fall Fair","A crowded Main Street during the Great Fall Fair put on by Williamson&#39;s Store, also showing horse drawn carriage, dirt roads, and Boston Store.","","Moscow, Idaho","1910","1910","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Bicycles; Williamson&#39;s Fall Fair; Horse Drawn Carriage; Boston Department Store; Idaho","Main Street","Bicycles","Williamson&#39;s Fall Fair","Horse Drawn Carriage","Boston Department Store","Idaho","01-02-047.jpg","01-02-047","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-047_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-047.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-047.html"
"01-02-048","Hose Cart Company # 1","Hose Cart Co. #1 and Chief John Stillinger are pulling a cart with a young girl atop it (Miss Nena Weldon).","","Moscow, Idaho","1905","1905","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Hose Cart Company; Nina Weldon; John Stillinger; Seventh Street; Idaho","Main Street","Hose Cart Company","Nina Weldon","John Stillinger","Seventh Street","Idaho","01-02-048.jpg","01-02-048","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-048_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-048.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-048.html"
"01-02-050","Christmas Tree on Main Street","A stereopticon slide showing a snow covered Main Street with Christmas Tree during the day.","","Moscow, Idaho","1915","1915","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Winter; Snow; Christmas Tree; Electricity; Idaho","Main Street","Winter","Snow","Christmas Tree","Electricity","Idaho","01-02-050.jpg","01-02-050","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-050_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-050.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-050.html"
"01-02-051","Paving of Main Street","The paving of Main Street showing the store front for Holt&#39;s and a Harness and Saddle shop.","","Moscow, Idaho","1912","1912","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Paving; Holt&#39;s; Harness Shop; Wood sidewalks; Idaho","Main Street","Paving","Holt&#39;s","Harness Shop","Wood sidewalks","Idaho","01-02-051.jpg","01-02-051","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-051_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-051.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-051.html"
"01-02-052","Community Parade on Main Street","A community parade marching down Main Street with large crowds on the sidewalk, showing Williamson&#39;s and David&#39;s storefronts.","","Moscow, Idaho","1920","1920","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Community Parade; Band; Williamson&#39;s; Davids&#39;; Idaho","Main Street","Community Parade","Band","Williamson&#39;s","David&#39;s","Idaho","01-02-052.jpg","01-02-052","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-052_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-052.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-052.html"
"01-02-053","Parade on Main Street","A parade on Main Street that shows the Idaho State Fire School marching and crowns on sidewalks. Image shows Fonk&#39;s, Nobby Inn, Thrifty Store, and Washington Water and Power.","","Moscow, Idaho","1960","1960","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Parade; Idaho State Fire School; Fonk&#39;s; Nobby Inn; Five and Dime","Main Street","Parade","Idaho State Fire School","Fonk&#39;s","Nobby Inn","Five and Dime","01-02-053.jpg","01-02-053","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-053_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-053.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-053.html"
"01-02-054","Main Street Postcard","A tinted postcard of Main Street with horse drawn carriages, written to Miss Orill Hall.","","Moscow, Idaho","1910-04-03","1910-04-03","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Postcard; Orill Hall; Horse Drawn Carriage; Tinted; Idaho","Main Street","Postcard","Orill Hall","Horse Drawn Carriage","Tinted","Idaho","01-02-054.jpg","01-02-054","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-054_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-054.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-054.html"
"01-02-055","Legion Parade on Main Street","Overhead image of a parade float traveling down Main Street during the Legion Parade.","","Moscow, Idaho","1934-06","1934-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Legion Parade; Parade Float; Flags; Billiards; Idaho","Main Street","Legion Parade","Parade Float","Flags","Billiards","Idaho","01-02-055.jpg","01-02-055","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-055_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-055.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-055.html"
"01-02-056","Unpaved Main Street","Looking at Main Street and Fourth Street when it was unpaved, showing bicycles and horse drawn carriage.","","Moscow, Idaho","1900","1900","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Horse Drawn Carriage; Unpaved; Bicycles; Fourth Street; Idaho","Main Street","Horse Drawn Carriage","Unpaved","Bicycle","Fourth Street","Idaho","01-02-056.jpg","01-02-056","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-056_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-056.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-056.html"
"01-02-057","Bustling Main Street Postcard","A postcard of Main Street in Moscow as the sun sets.","","Moscow, Idaho","1945","1945","1955","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Sunset; Kincaid&#39;s; Vogue Salon; Postcard; Idaho","Main Street","Sunset","Kincaid&#39;s","Vogue Salon","Postcard","Idaho","01-02-057.jpg","01-02-057","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-057_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-057.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-057.html"
